name,mark,director,release_time,length,imdb_link,cover_link,summary
恐怖游轮,8.3,克里斯托弗·史密斯,上映日期:,99 分钟,http://www.imdb.com/title/tt1187064,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,"
                                　　单亲母亲杰西（梅利莎·乔治 饰）和一帮朋友乘游艇出海游玩，但她总有一种有不好的事情发生的感觉。不久，他们便在海上遭遇一场强烈的风暴。游艇翻船，众人落海，几经挣扎他们好不容易爬到游艇残骸上来。正当他们无计可施之时，一艘巨大的游轮向众人缓缓驶来。众人欣喜过望，未加思索便登上这艘名为“艾俄洛斯”的游轮，结果发现这竟是一艘1930年便告失踪的神秘之船，而船上更是空无一人。
                                    "
东京物语,9.2,小津安二郎,1953-11-03(日本),又名:,http://www.imdb.com/title/tt0046438,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,"
                                　　儿女们都大了，各自成家。父亲周吉（笠智众饰）和老伴（东山千荣子饰）要去东京看望他们，老两口带着愉快心情上路。可另一边，还没等他们到大儿子家，孙子就因为爷爷奶奶到来腾地方哭闹不停。老人开始觉得尴尬，大儿子幸一（山村聪饰）在东京当医生，二女儿繁（杉村春子饰）在东京开美容店，二儿媳纪子（原节子饰），小女儿京子（香川京子饰）外，大阪还有三子敬三。
                                    "
海盗电台,8.6,理查德·柯蒂斯,上映日期:,116 分钟,http://www.imdb.com/title/tt1131729,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,"
                            "
哪吒闹海,8.9,严定宪,上映日期:,65分钟,http://www.imdb.com/title/tt0354770,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1945506312.jpg,"
                                　　商末时期，陈塘关总兵李靖的夫人怀胎3年6个月，最终生下一个肉球，肉球中跳出一个伶俐可爱的男孩。李靖原当他是妖孽欲杀之而后快，幸太乙真人前来收之为徒，赐名哪吒，并赐以乾坤圈和混天绫两件宝贝。某年，天下大旱，甘露未降。哪吒和家将到东海洗澡玩耍。他用混天绫搅动海水，撼动龙宫，惹出巡海夜叉李艮和龙王三太子敖丙。几番言语不和，哪吒杀此二人，由此闯下通天大祸。四海龙王齐聚陈塘关索命，为救一方百姓，哪吒决定交出生命……
                                    "
秒速5厘米,8.3,新海诚,语言:,片长:,http://www.cwfilms.jp/5cm/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,"
                                　　如果，樱花掉落的速度是每秒5厘米，那么两颗心需要多久才能靠近？
                                    "
房间,8.8,伦尼·阿伯拉罕森,2015-09-04(特柳赖德电影节),2016-01-22(美国),http://www.imdb.com/title/tt3170832,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,"
                                　　女孩乔伊（布丽·拉尔森 Brie Larson 饰）被一个叫“老尼克”的男人拐骗，之后被他囚禁在其房子后院的棚屋里长达七年之久。在此期间她遭到强奸，并生下儿子杰克（雅各布·特伦布莱 Jacob Tremblay 饰）。靠着老尼克时不时的物资补给，母子二人艰难度日。尽管如此，母亲还是竭尽所能，为儿子杰克创造了一个安全而开心的成长空间。这个狭小逼仄的房间，成了杰克生活成长的神奇小天地。在杰克度过了他的五岁生日后，母亲决定告诉他真相，在这个小小的房间外面，有着更广阔的世界。他们开始策划逃跑计划，决心要逃出这个囚禁他们的房间……
                                    "
青蛇,8.4,徐克,上映日期:,99分钟,http://www.imdb.com/title/tt0106559,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,"
                                　　南宋是一个人妖难分的时期，法海和尚（赵文卓 饰）到处收服妖精，也扰乱了在西湖底修炼的白青二蛇。青（张曼玉 饰）曾获白（王祖贤 饰）相救，二者便以姐妹相称。姐妹俩受惑佯装成人生活在民间，白更嫁于老实书生许仙，青也同时看上了许仙，便常常以媚态勾引许仙，无奈许仙只深爱白一个。白开设了药店，以为可以自此过上安定的生活，可许仙却受不了青的百般挑逗，更发现了青白二蛇的真实身份，可他却不舍得离开家中的天姿国色。法海得知了青白二蛇的下落，更抓走了许仙。原来白为了爱情放弃修成正果，更怀有了身孕。为了救回丈夫，二蛇与法海展开了搏斗……
                        "
头脑特工队,8.7,彼特·道格特,语言:,2015-06-19(美国),http://movies.disney.com/inside-out/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,"
                                　　可爱的小女孩莱莉（凯特林·迪亚斯 Kaitlyn Dias 配音）出生在明尼苏达州一个平凡的家庭中，从小她在父母的呵护下长大，脑海中保存着无数美好甜蜜的回忆。当然这些记忆还与几个莱莉未曾谋面的伙伴息息相关，他们就是人类的五种主要情绪：乐乐（艾米·波勒 Amy Poehl er 配音）、忧忧（菲利丝·史密斯 Phyllis Smith 配音）、怕怕（比尔·哈德尔 Bill Hader 配音）、厌厌（敏迪·卡灵 Mindy Kaling 配音）和怒怒（刘易斯·布莱克 Lewis Black 配音）。乐乐作为团队的领导，她协同其他伙伴致力于为小主人营造更多美好的珍贵回忆。某天，莱莉随同父母搬到了旧金山，肮脏逼仄的公寓、陌生的校园环境、逐渐失落的友情都让莱莉无所适从，她的负面情绪逐渐累积，内心美好的世界渐次崩塌。
                                    "
再次出发之纽约遇见你,8.5,约翰·卡尼,语言:,2013-09-07(多伦多电影节),http://beginagainfilm.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,"
                                　　格雷塔（凯拉·奈特莉 Keira Knightley 饰）抛弃了一切跟随着男友戴夫（亚当·李维 Adam Levine 饰）来到美国纽约实现他们的音乐和爱情梦想，没想到曾经幻想过的美好一切化作泡影，在获得了更好的工作机会后，戴夫果断抛弃了格雷塔，留下她一人苦苦在底层挣扎。
                                    "
忠犬八公物语,9.0,神山征二郎,片长:,IMDb链接:,http://www.imdb.com/title/tt0093132,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,"
                                　　1923年，日本秋田县大馆市天降大雪，近藤家纯种秋田犬产仔，赠与县土木科长间濑。后者将其中一犬转赠东京帝国大学教授上野秀次郎（仲代达矢 Tatsuya Nakadai 饰）驯养。上野的独生女千鹤子对此欢欣鼓舞，而上野夫妇却面露难色。后来，千鹤子（石野真子 Mako Ishino饰）谈恋爱，竟怀了男友的孩子。男友专程登门造访。上野与之对谈，后者诚惶诚恐，坦言要对其女儿负责，事不宜迟，即日便举行婚礼，上野闻听此言，转怒为喜。千鹤子出嫁后，上野旋即把全部的心血与爱都投注在幼犬身上，并取名为阿八。每日上下班，阿八必在涩谷车站等候，一年四季，风雨无阻，令路人叹为观止，成为地方一道风景，主仆之情感动天地……
                                    "
末路狂花,8.7,雷德利·斯科特,上映日期:,片长:,http://www.imdb.com/title/tt0103074,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,"
                                　　该片被认为是向男权社会发出抗争的女性主义电影代表作。
                                    "
勇闯夺命岛,8.5,迈克尔·贝,1996-06-07(美国),又名:,http://www.imdb.com/title/tt0117500,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg,"
                                　　美国海军陆战队法兰（艾德•哈里斯 Ed Harris 饰）将军因不满政府对退伍、战死军人及其家属的补偿和福利不满，率领部下将美军最新研制的生化武器――VX毒气弹――偷运到罗克岛，劫持了81名正在该岛观光的游客，控制了该岛。要挟美国政府48小时内支付1亿元赎金否则将杀死人质并用毒气弹袭击旧金山。
                                    "
源代码,8.3,邓肯·琼斯,上映日期:,2011-04-01(美国),http://www.imdb.com/title/tt0945513,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,"
                            "
终结者2：审判日,8.6,詹姆斯·卡梅隆,1991-07-03(美国),137分钟,http://www.imdb.com/title/tt0103064,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,"
                                　　上一部中，超级电脑“天网”阻止人类抵抗领袖约翰·康纳诞生的行动失败，时隔13年后，在“审判日”到来之前，“天网”派出了更加先进的生化机器人T-1000（罗伯特·帕特里克 饰）从公元2029年回到洛杉矶追杀已经长大的约翰，与此同时，约翰也派出了机器人T-800（阿诺· 施瓦辛格 饰）回去保护年幼的自己。
                                    "
绿里奇迹,8.7,弗兰克·德拉邦特,语言:,片长:,http://www.imdb.com/title/tt0120689,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,"
                                　　狱监保罗（汤姆•汉克斯 Tom Hanks 饰）这天迎来了一位不平凡的杀人犯――约翰•考夫利（迈克•克拉克•邓肯 Michael Clarke Duncan 饰）。约翰因杀了两名幼女被判死刑来到了这座著名的冷山监狱，监狱里有一片称为“绿里”的绿地，绿地那头就是刑场。
                                    "
英国病人,8.4,安东尼·明格拉,上映日期:,片长:,http://www.imdb.com/title/tt0116209,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,"
                                　　一段爱情，在战火中燃烧，逾越了道德，改变了战局。艾马殊（拉尔夫•费因斯 Ralph Fiennes 饰）是一个历史学者，跟随探险家来到撒哈拉沙漠考察，结识了绘制地图的飞机师杰佛和他妻子凯瑟琳（克里斯汀•斯科特•托马斯 Kristin Scott Thomas  饰）。凯瑟琳的才气和美丽让艾马殊深深着迷，两人在沙漠一个幽深洞穴参观壁画时，更加发现彼此志趣相投。
                                    "
爱在午夜降临前,8.8,理查德·林克莱特,上映日期:,109分钟,http://www.sonyclassics.com/beforemidnight/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,"
                            "
燕尾蝶,8.6,岩井俊二,1996-09-14(日本),又名:,http://www.imdb.com/title/tt0117797,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg,"
                                　　母亲死后，原本生活在被大量外国移民视为淘金天堂的“元都”少女被送到妓女固力果（卓娜）处，将少女暂时收留后，固力果依据纹在胸前的蝴蝶给她取名凤蝶（伊藤步）。不久，凤蝶在固力果的带领下于名为“青空”的废品安置区兼汽车修理站，结识了火飞鸿、狼朗等来自不同国家的“元盗”，并逐渐与他们熟识成为好友。
                                    "
你的名字。,8.4,新海诚,语言:,2016-08-26(日本),http://www.kiminona.com,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,"
                                　　在远离大都会的小山村，住着巫女世家出身的高中女孩宫水三叶（上白石萌音 配音）。校园和家庭的原因本就让她充满烦恼，而近一段时间发生的奇怪事件，又让三叶摸不清头脑。不知从何时起，三叶在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有亲切的前辈和繁华的街道，一切都是如此诱人而真实。另一方面，住在东京的高中男孩立花泷（神木隆之介 配音）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。许是受那颗神秘彗星的影响，立花和三叶在梦中交换了身份。他们以他者的角度体验着对方的人生，这期间有愤怒、有欢笑也有暖心。只是两人并不知道，身份交换的背后隐藏着重大而锥心的秘密……
                                    "
黄金三镖客,9.1,赛尔乔·莱翁内,1966-12-23,又名:,http://www.imdb.com/title/tt0060196,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,"
                                　　故事发生在美国南北战争时期。图科（埃里•瓦拉赫 Eli Wallach 饰）是一个图财害命的江洋大盗，因此他被镇上悬赏通缉。布兰迪（克林特•伊斯特伍德 Clint Eastwood  饰）是一个除暴安良的牛仔，他无意中抓住了图科，但嫌赏金不够又掳走了他。在荒漠中，布兰迪惩罚图科让其自生自灭。但是诡诈的图科居然逃过了一劫，并纠集一些帮凶在客栈捉住了布兰迪。正当图科以牙还牙折磨布兰迪的时候，他劫持了一个名叫卡森的士兵。后者临死前留下了宝藏的秘密，图科和布兰迪分别获得了一半信息。与此同时，一个狡猾的杀手桑坦萨（李•范•克里夫 Lee Van Cleef 饰）也通过其他渠道发现了宝藏的秘密。于是，在寻宝的道路上，三个人使出浑身解数，上演了一场场对决的好戏……
                        "
初恋这件小事,8.3,普特鹏·普罗萨卡·那·萨克那卡林,上映日期:,片长:,http://www.imdb.com/title/tt1859438,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,"
                                　　初中生小水相貌平平，家境一般，所以在学校里并不受重视。但是她心地善良，又有一群死党，日子过得倒也开心。某天，她遇见了帅气的学长阿亮（马里奥·毛瑞尔 Mario Maurer 饰），春心萌动，无 法遏制。她喜欢看他踢足球，看他拍照，如痴如狂。上英语课时，她不停地给死党传纸条 表达对阿亮的爱慕。然而，英语老师则指出她除了英语一无是处。回到家，叔叔从美国捎来了父亲的消息，说如果她能考全校第一，就可以去美国。于是，她按下决心要努力加油。某天，小水等人在买饮料时，碰到篮球队员蛮横插队。阿亮挺身而出，为她们教训了对方，并挨了校长的责骂。小水也第一次听说，阿亮的父亲因为射失点球而退役的事情，理解了他心中的隐痛。由于舞蹈队是给美女准备的，所以小水等一干姐妹准备在话剧社大展身手，没想到学长也来到这个社团。两人还扮演王子公主，他们的恋情会由此展开么？……
                        "
无耻混蛋,8.4,昆汀·塔伦蒂诺,2009-08-20(德国),又名:,http://www.imdb.com/title/tt0361748,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg,"
                            "
美国丽人,8.4,萨姆·门德斯,语言:,1999-10-01(美国),http://www.dreamworks.com/ab/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,"
                                　　莱斯特（凯文·史派西 Kevin Spacey 饰）跟许多中年男人一样，遇到了各种各样的人生难题。他在一个广告公司工作，成绩平平，但是妻子却比他混得出色，一派女强人作风。这个平凡的男人还有一个未成年的女儿珍妮（索拉·伯奇 Thora Birch饰）。
                                    "
发条橙,8.4,斯坦利·库布里克,上映日期:,片长:,http://www.imdb.com/title/tt0066921,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,"
                                　　阿利斯（马尔科姆•麦克道尔）是一位无恶不作的少年，他的特殊喜好是边听贝多芬的交响曲边奸淫女性，某次他进入一所别墅抢劫一番后，打残了该别墅的主人——一名小说家，并用特殊喜好蹂躏了其妻子。后来因为杀了一名单身女子，阿利斯入狱并接受了特殊的人格治疗，出狱后，他对淫乐之事产生彻底的厌倦。
                                    "
E.T. 外星人,8.5,史蒂文·斯皮尔伯格,1982-05-26(戛纳电影节),115分钟,http://www.imdb.com/title/tt0083866,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,"
                                　　小埃利奥特（亨利托马斯）发现一个意外走失的小外星人，他悄悄的收留了小外星人，并把他介绍给自己的哥哥和妹妹。孩子们与外星人友好的相处，给他吃巧克力，带他去郊外寻找家人留下的痕迹，并为小外星人的种种特异功能兴奋不已。渐渐的埃利奥特与外星人之间形成了某种奇妙的联系，跨越了言语沟通的障碍。
                                    "
一个叫欧维的男人决定去死,8.7,汉内斯·赫尔姆,片长:,IMDb链接:,http://www.imdb.com/title/tt4080728,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,"
                                　　欧维（罗夫·拉斯加德 Rolf Lassgård 饰）是一个刻板而又固执的老头，他的妻子半年前死于疾病，留他一人生活在这个混乱不堪的世界之中。每天早晨，欧维都会定时在社区里进行巡视，确认所有的车辆都停在应停的位置，呵斥违反规定私自驶入社区的车辆，赶走四处乱转破坏环境的猫 狗，在社区居民眼里，欧维是“来自地狱的恶邻”，可每个人都明白，这其实是欧维对于社区爱之深刻的表现。
                                    "
迁徙的鸟,9.1,雅克·贝汉,片长:,IMDb链接:,http://www.imdb.com/title/tt0301727,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg,"
                            "
荒野生存,8.6,西恩·潘,上映日期:,148分钟,http://www.imdb.com/title/tt0758758,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,"
                                　　影片改编自真实的故事，展现了一个理想主义者的传奇，一个流浪的故事。
                                    "
变脸,8.4,吴宇森,语言:,片长:,http://www.imdb.com/title/tt0119094,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,"
                                　　凯斯特（尼古拉斯•凯奇 Nicolas Cage 饰）是一个恐怖分子，他本想杀死探员西恩（约翰•特拉沃塔 John Travolta 饰），却误杀了西恩的儿子，西恩更与凯斯特结下不共戴天之仇。在逮捕凯斯特归案之后，他以为可以划上句号，却得知凯斯特已经把一枚毒气炸弹投放在某个人群密集的角落。
                                    "
城市之光,9.2,查理·卓别林,上映日期:,片长:,http://www.imdb.com/title/tt0021749,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2099815842.jpg,"
                                　　他是一个流浪汉（查理·卓别林 Charles Chaplin 饰），身无分文，遇上了双目失明的卖花女，却不忍袖手旁观。他想尽办法去凑够费用，供卖花女治病。一天，他搭救了一个富翁，富翁当晚和他称兄道弟，第二天却翻脸不认人。本来打算向他求助的主意行不通了。流浪汉去参加拳击比 赛，以图获得奖金，却输得一败涂地。谁知这时重遇富翁，二人不计前嫌，富翁答应出钱资助卖花女。在交给流浪汉1000元后，富翁遭到偷袭，身上剩下的钱被强盗抢走。流浪汉奋不顾身去追赶，却因为误会被警察押回警局坐牢。另一方面，流浪女凭借流浪汉的资助重获光明，开了一家体面的花店。
                        "
卡萨布兰卡,8.6,迈克尔·柯蒂兹,上映日期:,片长:,http://www.imdb.com/title/tt0034583,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,"
                                　　二战期间，卡萨布兰卡是欧洲逃往美国的必经之地，那里鱼龙混杂，局势紧张。里克（亨佛莱•鲍嘉 Humphrey Bogart 饰）是一个神秘的商人，他在卡萨布兰卡开了一家人气很旺的夜总会，并拥有两张宝贵的通行证。一天，反纳粹人士维克多和妻子伊尔莎（英格丽•褒曼 Ingrid Bergman 饰）来到夜总会，原来他们正在逃避纳粹的追捕。碰巧的是，里克发现，伊尔莎竟然是他的旧日情人。那段爱曾经刻骨铭心，却因为一个误会而终止。而当误会消解时，伊尔莎和里克的感情还是不可避免的重燃了。里克手上的两张通行证能帮助维克多度过难关，但这样一来，伊尔莎是决定留下，还是离去，他们的爱情在政治和伦理的推波逐流中走向何方。
                        "
黑客帝国3：矩阵革命,8.5,莉莉·沃卓斯基,2003-11-05(美国/中国大陆),又名:,http://www.imdb.com/title/tt0242653,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,"
                            "
这个男人来自地球,8.5,理查德·沙因克曼,2007-11-13(美国),又名:,http://www.imdb.com/title/tt0756683,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,"
                                　　一个普通男人的秘密在他的辞职事件中开始显示出端倪。历史教授约翰奥德曼（David Lee Smith饰）说自己身上有一个让大家都匪夷所思的秘密，而为了保守这个秘密他不能在一个地方超过十年。他的朋友们试图去发掘他的故事中的秘密，这一举动让约翰非常生气，而他的朋友却发现约翰的故事是无法被否定也无法查证的，究竟约翰身上有着怎样的秘密？一幕幕碎片联系起来，带给我们一个意料之外的故事高潮。
                        "
新龙门客栈,8.5,李惠民,语言:,1992-08-27(香港),http://www.imdb.com/title/tt0105859,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,"
                                　　宦官专权的明朝中叶，东厂曹少钦（甄子丹）假造圣旨杀害了忠良杨宇轩，并想斩草除根杀死其后代。侠女邱莫言（林青霞）、江湖义士贺虎等人冒死救出忠良后代后，逃至边关沙漠里的龙门客栈，与杨宇轩部下周淮安（梁家辉）会合。龙门客栈实则黑店，老板娘金镶玉（张曼玉）利用乱世，以美貌和风骚 作诱饵杀人越货聚敛钱财，但她却为英俊潇洒的周淮安动了真心。为了摸清潜藏于龙门客栈中的出关暗道，周淮安将计就计，答应与金镶玉成亲。
                                    "
模仿游戏,8.5,莫滕·泰杜姆,语言:,2014-11-14(英国),http://www.imdb.com/title/tt2084970,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,"
                                　　二战期间，盟军苦于德国的秘密系统”英格玛“无法破译，政府召集了一批民间数学家、逻辑学家进行秘密破解工作，图灵（本尼迪克特·康伯巴奇 Benedict Cumberbatch 饰）就是其中之一。计划刚开始图灵遭到了以休（马修·古迪 Matthew Goode）为首的组员和领导的排斥，幸好军情处部长孟席斯（马克·斯特朗 Mark Strong 饰）帮助他立项研究破译密码的机器，而图灵则变成了负责人，招收了新的成员琼（凯拉·奈特莉 Keira Knightley）开始了艰难的工作。琼很快就迷上了图灵，由于她的帮助所有组员空前的团结，并于两年后成功破解德军的密码。图灵一度与琼订婚，但实际上他隐瞒了一个秘密，因为这个秘密他也遭受了非人的待遇……
                                    "
非常嫌疑犯,8.6,布莱恩·辛格,语言:,1995-09-15(美国),http://www.imdb.com/title/tt0114814,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470383576.jpg,"
                            "
无敌破坏王,8.6,瑞奇·摩尔,语言:,2012-11-02(美国),http://www.imdb.com/title/tt1772341,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,"
                            "
枪火,8.6,杜琪峰,上映日期:,84分钟(香港),http://www.imdb.com/title/tt0220644,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg,"
                                　　黑社会老大文哥（高雄饰）被人追杀，其弟阿南（任达华饰）安排五个人来做其兄的保镖，并命令他们查出暗杀文哥的幕后人物。这五人分别是阿鬼（黄秋生饰）、阿来（吴镇宇饰）、阿MIKE（张耀扬饰）、阿信（吕颂贤饰）和阿肥（林雪饰）。阿来和阿信是知名的高手，阿鬼、阿MIKE、阿肥则是金盆洗手的昔日英雄：阿鬼是文哥以前的手下，阿MIKE是神枪手，阿肥是枪械专家。五人同心协力，将杀手擒获，并查清了幕后主使人。五个不认识的江湖人成为肝胆相照的好友，这时，阿南告诉阿鬼，阿信与文哥之妻通奸，要求阿鬼去杀死阿信，阿来坚决不允许这么做。阿MIKE和阿肥又分别支持阿来和阿鬼，最后他们约定在一家小餐厅解决这个问题，互相对准的枪口真是一触即发……
                        "
彗星来的那一夜,8.4,詹姆斯·沃德·布柯特,上映日期:,片长:,http://www.imdb.com/title/tt2866360,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg,"
                                　　在一个静得有些诡异阴森的夜晚，年轻女子艾米丽（艾米丽·芭尔多尼 Emily Baldoni 饰）驱车来到朋友家参加聚会。此前她一边开车一边和男友打电话，然而通话突然中断，她的手机屏也莫名其妙出现裂痕。这一事件让艾米丽的心中升起隐隐不安，因为当晚一颗彗星刚好接近地球，一个 很久之前听过的传说使她对彗星的到来有着不祥的预感。稍后，朋友们落座，大家彼此交谈，叙说近况，虽然言语中有着许多莫名其妙、蹊跷反常的线索，然而均被一带而过。突然间，灯光尽灭。当光明重新来临时，众人发现附近只有一户人家还在亮灯，而亮灯人家里坐着的竟是……
                                    "
小萝莉的猴神大叔,8.6,卡比尔·汗,上映日期:,片长:,http://www.imdb.com/title/tt3863552,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,"
                                　　电影讲述了一个拥有虔诚宗教信仰的单纯印度男人帮助巴基斯坦哑女与父母重聚的故事。印度教教徒帕万（萨尔曼·汗 饰）在一次机缘巧合下结识了与母亲走失并有语言障碍的穆斯林小女孩沙希达（哈尔莎莉·马尔霍特 饰）。在得知沙希达是巴基斯坦人后，帕万决定帮助她回家，可在回巴基斯坦途中却四处碰壁，遭遇领事馆冲突、被旅游局欺骗之后，帕万立志将不惜一切代价尽其所能带沙希达回到自己的家乡与家人团聚。
                        "
步履不停,8.8,是枝裕和,2008-06-28(日本),又名:,http://www.imdb.com/title/tt1087578,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,"
                                　　“人生路上步履不停，为何总是慢一拍”。
                                    "
血钻,8.5,爱德华·兹威克,上映日期:,143 分钟,http://www.imdb.com/title/tt0450259,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,"
                                　　九十年代非洲塞拉利昂，连连战火使这片土地饱受摧残，非法钻石贸易日益猖獗。
                                    "
上帝也疯狂,8.6,加美·尤伊斯,1981-08-21(挪威),又名:,http://www.imdb.com/title/tt0080801,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173719647.jpg,"
                                　　广袤无垠的非洲大陆，现代文明与原始社会和谐共存。在离现代大都市六千公里的卡拉哈里沙漠腹地，生活着仍未受到外来文明影响的布须曼人。他们刀耕火种，狩猎农作，过着与世无争、敬畏自然的平静生活。某天，一支来自现代文明的可乐瓶打乱了他们一成不变的日子。最先发现瓶子的基（N!xau 饰）将其带回部落，族人惊叹可乐瓶子的完美构造和繁多的用途，认为这是上帝赐予他们的礼物。可是兴奋的心情很快为别样的情绪所取代，习惯了平等共有的族人开始想要将瓶子据为己有，矛盾悄然而生。基不愿看到族人发生争吵与殴斗，于是决定将可乐瓶还给上帝，只为恢复曾经平静快乐的生活……
                        "
国王的演讲,8.3,汤姆·霍珀,上映日期:,2010-12-25(美国),http://www.imdb.com/title/tt1504320,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,"
                                　　约克郡公爵（柯林·菲尔斯 Colin Firth 饰）因患口吃，无法在公众面前发表演讲，这令他接连在大型仪式上丢丑。贤惠妻子伊丽莎白（海伦娜·邦汉·卡特 Helena Bonham Carter 饰）为了帮助丈夫，到处寻访名医，但是传统的方法总不奏效。一次偶然的机会，她慕名来到了语言治疗师莱纳尔罗格（杰弗里·拉什 Geoffrey Rush 饰）的宅邸，传说他的方式与众不同。虽然公爵对罗格稀奇古怪的招法并不感兴趣，首次诊疗也不欢而散。但是，公爵发现在聆听音乐时自己朗读莎翁竟然十分流利。这让他开始信任罗格，配合治疗，慢慢克服着心理的障碍。乔治五世驾崩，爱德华八世继承王位，却为了迎娶寡妇辛普森夫人不惜退位。艾伯特临危受命，成为了乔治六世。他面临的最大挑战就是如何在二战前发表鼓舞人心的演讲……
                        "
疯狂的石头,8.3,宁浩,2006-06-30(中国大陆),106 分钟(香港),http://www.imdb.com/title/tt0843270,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,"
                                　　重庆一间工艺品厂已经濒临倒闭，却不料在拆倒旧厂房的时候，发现了厕所里的一件宝物——一块价值连城的翡翠。厂里决定用这块翡翠举办一个展览，赚些钱发拖欠了几个月的工人工资。期间由工艺品厂保卫科长包世宏（郭涛 饰）负责看守这件宝物。但是，国际大盗麦克与本地一帮小偷却让包世宏一筹莫展，他们各施其技接近翡翠，展览馆开始了一场明争暗斗的较量。黑色幽默也开始幕幕上演。翡翠的价值几何？最后谁是胜出者？事情远没有表面那么简单……
                        "
勇士,8.9,加文·欧康诺,语言:,片长:,http://www.warriorfilm.com/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,"
                                　　这是一个破碎的家庭，酗酒的教练父亲帕迪（尼克·诺特 Nick Nolte 饰）家暴妻子，次子汤米（汤姆·哈迪 Tom Hardy 饰）与不堪忍受的母亲远赴他乡；长子布兰登（乔尔·埃哲顿 Joel Edgerton 饰）为了爱情选择留下，并认为从此可以得到父亲的器重与栽培，然而最后父子还是分道扬镳。时隔多年后，汤米带着母亲痛苦死去的悲伤记忆，以及在伊战中的惨痛经历找到父亲，要求后者再度担任自己的教练，以参加MMA的重奖大赛；几乎与此同时，昔日的职业格斗选手、如今的中学物理教师布兰登为金钱所困扰，他不能忍受自己无法为妻女提供庇护，决定重返赛场。在MMA的赛场上，这对分离多年的兄弟将再度聚首，用血与汗的交融，化释彼此的心结……
                        "
穆赫兰道,8.3,大卫·林奇,上映日期:,2001-11-21(法国),http://www.imdb.com/title/tt0166924,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg,"
                            "
